District name,Primary role,Name,First name,Last name,Gender,Party name,Email,Photo URL,Source URL,Website,Facebook,Instagram,Twitter,LinkedIn,YouTube,Office type,Address,Phone,Fax,Office type,Address,Phone,Fax
Rimouski,MNA,Harold LeBel,Harold,LeBel,,Parti québécois,Harold.Lebel.RIMO@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7705&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lebel-harold-15479/index.html,,https://www.facebook.com/haroldrimouski/,,https://twitter.com/HLeBelRimouski,,,legislature,,1 581 628-1017,,constituency,,1 418 722-9787,
Rivière-du-Loup-Témiscouata,MNA,Denis Tardif,Denis,Tardif,,Coalition avenir Québec,Denis.Tardif.RDLT@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_30987&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/tardif-denis-17863/index.html,,https://www.facebook.com/denistardifcaq/,,https://twitter.com/DenisTardif6,,,legislature,,1 581 628-1846,,constituency,,1 418 868-0822,
Robert-Baldwin,MNA,Carlos J. Leitão,Carlos J.,Leitão,,Parti libéral du Québec,CarlosJ.Leitao.ROBA@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7629&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/leitao-carlos-j-15391/index.html,,https://www.facebook.com/carlos.j.leitao.qc/,,https://twitter.com/CarlosJLeitao,,,legislature,,1 581 628-1848,,constituency,,1 514 684-9000,
Roberval,MNA,Nancy Guillemette,Nancy,Guillemette,,Coalition avenir Québec,Nancy.Guillemette.ROBE@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_32807&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/guillemette-nancy-18247/index.html,,,,,,,legislature,,1 418 266-1101 x72107,,constituency,,1 418 275-5050,
Rosemont,MNA,Vincent Marissal,Vincent,Marissal,,Québec solidaire,Vincent.Marissal.ROSE@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31111&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/marissal-vincent-17867/index.html,,https://www.facebook.com/vmarissal/?ref=br_rs,,https://twitter.com/vmarissal,,,legislature,,1 581 628-1845,,constituency,,1 514 593-7495,
Rousseau,MNA,Louis-Charles Thouin,Louis-Charles,Thouin,,Coalition avenir Québec,Louis-Charles.Thouin.ROUS@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_30983&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/thouin-louis-charles-18073/index.html,,https://www.facebook.com/louischarles.thouin,,https://twitter.com/coalitionavenir,,,legislature,,1 418 263-0688,,constituency,,1 450 302-4610,
Rouyn-Noranda-Témiscamingue,MNA,Émilise Lessard-Therrien,Émilise,Lessard-Therrien,,Québec solidaire,Emilise.Lessard-Therrien.RNT@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31109&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lessard-therrien-emilise-17871/index.html,,https://www.facebook.com/ELessardTherrien/,,https://twitter.com/emiliselt,,,legislature,,1 581 628-1851,,constituency,,1 819 763-3047,
Saint-François,MNA,Geneviève Hébert,Geneviève,Hébert,,Coalition avenir Québec,Genevieve.Hebert.SAFR@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31037&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/hebert-genevieve-17877/index.html,,https://www.facebook.com/GenevieveHebertCoalitionAvenirQuebec/,,https://twitter.com/HebertGenevieve,,,legislature,,1 418 263-0703,,constituency,,1 819 565-3667,
Saint-Henri-Sainte-Anne,MNA,Dominique Anglade,Dominique,Anglade,,Parti libéral du Québec,Dominique.Anglade.SHSA@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_16711&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/anglade-dominique-16499/index.html,,https://www.facebook.com/dominique.anglade.90,,https://twitter.com/DomAnglade,,,legislature,,1 418 643-2743,,constituency,,1 514 933-8796,
Saint-Hyacinthe,MNA,Chantal Soucy,Chantal,Soucy,,Coalition avenir Québec,Chantal.Soucy.SAHY@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7635&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/soucy-chantal-15417/index.html,,https://www.facebook.com/chantal.soucy.52,,https://twitter.com/ChantalSoucy2,,,legislature,,1 418 643-2810,,constituency,,1 450 773-0550,
Saint-Jean,MNA,Louis Lemieux,Louis,Lemieux,,Coalition avenir Québec,Louis.Lemieux.SAJE@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31011&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lemieux-louis-17879/index.html,,https://www.facebook.com/LouisLemieuxCAQ/,,https://twitter.com/LouisLemieux,,,legislature,,1 418 644-1463,,constituency,,1 450 346-3040,
Saint-Jérôme,MNA,Youri Chassin,Youri,Chassin,,Coalition avenir Québec,Youri.Chassin.STJE@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31059&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/chassin-youri-17881/index.html,,https://www.facebook.com/YouriChassinCAQ/,,https://twitter.com/yourichassin,,,legislature,,1 581 628-1174,,constituency,,1 450 569-7436,
Saint-Laurent,MNA,Marwah Rizqy,Marwah,Rizqy,,Parti libéral du Québec,Marwah.Rizqy.STLO@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31115&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/rizqy-marwah-17883/index.html,,https://www.facebook.com/marwahrizqymtl,,https://twitter.com/marwahrizqy,,,legislature,,1 581 628-1844,,constituency,,1 514 747-4050,
Sainte-Marie-Saint-Jacques,MNA,Manon Massé,Manon,Massé,,Québec solidaire,Manon.Masse.SMSJ@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7751&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/masse-manon-15421/index.html,,https://www.facebook.com/QS.ManonMasse/,,https://twitter.com/ManonMasse_Qs,,,legislature,,1 418 644-1632,,constituency,,1 514 525-2501,
Sainte-Rose,MNA,Christopher Skeete,Christopher,Skeete,,Coalition avenir Québec,Christopher.Skeete.SARO@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_30989&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/skeete-christopher-17873/index.html,,https://www.facebook.com/CALSainteRose/,,https://twitter.com/cskeete,,,legislature,,1 418 263-0619,,constituency,,1 450 963-8272,
Sanguinet,MNA,Danielle McCann,Danielle,McCann,,Coalition avenir Québec,,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31007&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/mccann-danielle-17887/index.html,,https://www.facebook.com/DanielleMcCannCAQ/,,https://twitter.com/coalitionavenir,,,legislature,,1 418 781-6500,
Sherbrooke,MNA,Christine Labrie,Christine,Labrie,,Québec solidaire,Christine.Labrie.SHER@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31105&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/labrie-christine-17889/index.html,,https://www.facebook.com/ChristineLabrieQS/,,https://twitter.com/Christine_QS,,,legislature,,1 581 628-1833,,constituency,,1 819 569-5646,
Soulanges,MNA,Marilyne Picard,Marilyne,Picard,,Coalition avenir Québec,Marilyne.Picard.SOUL@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31005&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/picard-marilyne-17891/index.html,,https://www.facebook.com/MarilynePicardCAQ/,,https://twitter.com/PicardMarilyne,,,legislature,,1 581 628-1859,,constituency,,1 450 456-3816,
Taillon,MNA,Lionel Carmant,Lionel,Carmant,,Coalition avenir Québec,Lionel.Carmant.TAIL@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31067&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/carmant-lionel-17893/index.html,,https://www.facebook.com/LionelCarmantCAQ/,,https://twitter.com/carmantlionel,,,legislature,,1 418 266-7181,,constituency,,1 450 463-3772,
Taschereau,MNA,Catherine Dorion,Catherine,Dorion,,Québec solidaire,Catherine.Dorion.TASC@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31099&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/dorion-catherine-17895/index.html,,https://www.facebook.com/dorion,,https://twitter.com/cathdorion,,,legislature,,1 581 628-1858,,constituency,,1 418 646-6090,
Terrebonne,MNA,Pierre Fitzgibbon,Pierre,Fitzgibbon,,Coalition avenir Québec,Pierre.Fitzgibbon.TERR@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31051&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/fitzgibbon-pierre-17897/index.html,,https://www.facebook.com/PierreFitzgibbonCAQ/,,https://twitter.com/fitzgibbonp,,,legislature,,1 418 691-5650,,constituency,,1 450 964-3553,
Trois-Rivières,MNA,Jean Boulet,Jean,Boulet,,Coalition avenir Québec,Jean.Boulet.TRRI@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31073&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/boulet-jean-17899/index.html,,https://www.facebook.com/JeanBouletCAQ/,,https://twitter.com/coalitionavenir,,,legislature,,1 418 643-4810,,constituency,,1 819 371-6901,
Ungava,MNA,Denis Lamothe,Denis,Lamothe,,Coalition avenir Québec,Denis.Lamothe.UNGA@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31019&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lamothe-denis-17901/index.html,,https://www.facebook.com/DenisLamotheCAQ/,,https://twitter.com/coalitionavenir,,,legislature,,1 418 644-1363,,constituency,,1 418 748-6046,
Vachon,MNA,Ian Lafrenière,Ian,Lafrenière,,Coalition avenir Québec,Ian.Lafreniere.VACHON@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31021&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/lafreniere-ian-17903/index.html,,https://www.facebook.com/IanLafreniereCAQ/,,https://twitter.com/IanLafreniere,,,legislature,,1 418 528-8407,,constituency,,1 450 676-5086,
Vanier-Les Rivières,MNA,Mario Asselin,Mario,Asselin,,Coalition avenir Québec,Mario.Asselin.VANI@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31081&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/asselin-mario-17905/index.html,,https://www.facebook.com/asselin.coalition/,,https://twitter.com/marioasselin,,,legislature,,1 418 643-7719,,constituency,,1 418 644-3107,
Vaudreuil,MNA,Marie-Claude Nichols,Marie-Claude,Nichols,,Parti libéral du Québec,Marie-Claude.Nichols.VAUD@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_7767&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/nichols-marie-claude-15439/index.html,,https://www.facebook.com/marieclaudenicholsvaudreuil/,,https://twitter.com/nicholsmarieC,,,legislature,,1 418 646-7623,,constituency,,1 450 424-6666,
Verchères,MNA,Suzanne Dansereau,Suzanne,Dansereau,,Coalition avenir Québec,Suzanne.Dansereau.VERC@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31057&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/dansereau-suzanne-17907/index.html,,https://www.facebook.com/Suzanne-Dansereau-Coalition-Avenir-Quebec-721650337904964/,,https://twitter.com/CAQ_Vercheres,,,legislature,,1 581 628-1026,,constituency,,1 450 652-4419,
Verdun,MNA,Isabelle Melançon,Isabelle,Melançon,,Parti libéral du Québec,Isabelle.Melancon.VERD@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_23685&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/melancon-isabelle-16779/index.html,,https://www.facebook.com/isabelle.melancon.1,,https://twitter.com/Isamelancon,,,legislature,,1 581 628-1860,,constituency,,1 514 766-7503,
Viau,MNA,Frantz Benjamin,Frantz,Benjamin,,Parti libéral du Québec,Frantz.Benjamin.VIAU@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31085&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/benjamin-frantz-17909/index.html,,https://www.facebook.com/frantz.benjamin.plq/,,https://twitter.com/franz_benjamin,,,legislature,,1 581 628-1812,,constituency,,1 514 728-2474,
Vimont,MNA,Jean Rousselle,Jean,Rousselle,,Parti libéral du Québec,Jean.Rousselle.VIMO@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_4813&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/rousselle-jean-12167/index.html,,https://www.facebook.com/Jean.Rousselle.Vimont/,,https://twitter.com/RousselleJean,,,legislature,,1 418 644-0877,,constituency,,1 450 628-9269,
Westmount-Saint-Louis,MNA,Jennifer Maccarone,Jennifer,Maccarone,,Parti libéral du Québec,Jennifer.Maccarone.WSL@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31095&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/maccarone-jennifer-17911/index.html,,https://www.facebook.com/jennifer.maccarone1,,https://twitter.com/jmaccarone,,,legislature,,1 581 628-1843,,constituency,,1 514 395-2929,
Îles-de-la-Madeleine,MNA,Joël Arseneau,Joël,Arseneau,,Parti québécois,Joel.Arseneau.IDLM@assnat.qc.ca,http://www.assnat.qc.ca/Media/Process.aspx?asset=ANQ.Vigie.Bll.Image_31125&process=Original&token=ZyMoxNwUn8ikQ+TRKYwPCjWrKwg+vIv9rjij7p3xLGTZDmLVSmJLoqe/vG7/YWzz,http://www.assnat.qc.ca/fr/deputes/arseneau-joel-17947/index.html,,https://www.facebook.com/joelarseneauPQ/,,https://twitter.com/joel_arseneau,,,legislature,,1 418 644-1454,,constituency,,1 418 986-4140,
